,Oceans,Microplastics Measurement (density),Unit,Concentration Class,Latitude,Longitude,Date,Water Sample Depth (m)
2571,Atlantic Ocean,0.577445,pieces/m3,Medium,-34.0419,-18.1859,14937.0,0.0
2572,Atlantic Ocean,1.03176,pieces/m3,High,-34.333,-15.9772,14938.0,0.0
2573,Atlantic Ocean,3.28917,pieces/m3,High,-34.6048,-17.1887,14938.0,0.0
2574,Atlantic Ocean,1.649428,pieces/m3,High,-32.9033,-11.3745,14939.0,0.0
2575,Atlantic Ocean,1.311559,pieces/m3,High,-34.065,-14.785,14939.0,0.0
2576,Atlantic Ocean,0.976803,pieces/m3,Medium,-33.5729,-13.7057,14939.0,0.0
2577,Atlantic Ocean,0.32932,pieces/m3,Medium,-33.2573,-12.4862,14939.0,0.0
2578,Atlantic Ocean,2.197704,pieces/m3,High,-32.607,-10.2,14940.0,0.0
2579,Atlantic Ocean,2.356803,pieces/m3,High,-32.3348,-9.2109,14940.0,0.0
2580,Atlantic Ocean,0.208787,pieces/m3,Medium,-31.9295,-6.989,14941.0,0.0
2581,Atlantic Ocean,1.960071,pieces/m3,High,-31.6387,-8.0787,14941.0,0.0
2582,Atlantic Ocean,0.068135,pieces/m3,Medium,-32.835,-3.6837,14942.0,0.0
2583,Atlantic Ocean,0.689868,pieces/m3,Medium,-32.618,-4.8462,14942.0,0.0
2584,Atlantic Ocean,1.554421,pieces/m3,High,-32.278,-5.9515,14942.0,0.0
2585,Atlantic Ocean,1.64305,pieces/m3,High,-33.043,-2.4258,14943.0,0.0
2586,Atlantic Ocean,0.756299,pieces/m3,Medium,-33.2157,-1.2692,14944.0,0.0
2587,Atlantic Ocean,2.146255,pieces/m3,High,-33.4173,0.0825,14944.0,0.0
2588,Atlantic Ocean,0.122643,pieces/m3,Medium,-33.6215,1.0787,14944.0,0.0
2589,Atlantic Ocean,0.211219,pieces/m3,Medium,-34.0253,3.4618,14945.0,0.0
2590,Atlantic Ocean,1.158296,pieces/m3,High,-33.82,2.264,14945.0,0.0
2591,Atlantic Ocean,0.988557,pieces/m3,Medium,-34.3584,6.2549,14946.0,0.0
2592,Atlantic Ocean,0.162885,pieces/m3,Medium,-34.1586,4.8587,14946.0,0.0
2593,Atlantic Ocean,0.218032,pieces/m3,Medium,-34.3065,7.1063,14947.0,0.0
2594,Atlantic Ocean,0.081762,pieces/m3,Medium,-34.0162,9.7782,14947.0,0.0
2595,Atlantic Ocean,1.684795,pieces/m3,High,-33.7817,11.3967,14948.0,0.0
2596,Atlantic Ocean,0.108215,pieces/m3,Medium,-17.7225,-5.9518,14988.0,0.0
2597,Atlantic Ocean,0.036072,pieces/m3,Medium,-19.1813,-5.9712,14988.0,0.0
2598,Atlantic Ocean,0.046156,pieces/m3,Medium,-20.8803,-5.9975,14989.0,0.0
2599,Atlantic Ocean,0.604966,pieces/m3,Medium,-24.3825,-7.267,14990.0,0.0
2600,Atlantic Ocean,0.225402,pieces/m3,Medium,-23.8528,-6.3298,14990.0,0.0
2601,Atlantic Ocean,0.171033,pieces/m3,Medium,-22.5407,-6.1887,14990.0,0.0
2602,Atlantic Ocean,5.623906,pieces/m3,High,-25.8243,-10.2767,14991.0,0.0
2603,Atlantic Ocean,0.876022,pieces/m3,Medium,-25.3823,-9.2272,14991.0,0.0
2604,Atlantic Ocean,0.732867,pieces/m3,Medium,-24.9143,-8.2032,14991.0,0.0
2605,Atlantic Ocean,1.095319,pieces/m3,High,-26.2905,-11.288,14992.0,0.0
2606,Atlantic Ocean,0.668826,pieces/m3,Medium,-26.8388,-12.2565,14992.0,0.0
2607,Atlantic Ocean,2.954988,pieces/m3,High,-27.6412,-14.3013,14993.0,0.0
2608,Atlantic Ocean,0.929115,pieces/m3,Medium,-28.032,-15.3368,14993.0,0.0
2609,Atlantic Ocean,0.297317,pieces/m3,Medium,-27.222,-13.266,14993.0,0.0
2610,Atlantic Ocean,1.796407,pieces/m3,High,-28.832,-17.443,14994.0,0.0
2611,Atlantic Ocean,0.814427,pieces/m3,Medium,-28.3865,-16.3898,14994.0,0.0
2612,Atlantic Ocean,0.79937,pieces/m3,Medium,-29.1203,-18.5112,14995.0,0.0
2613,Atlantic Ocean,1.084698,pieces/m3,High,-29.9482,-20.712,14995.0,0.0
2614,Atlantic Ocean,1.181115,pieces/m3,High,-29.5068,-19.5708,14995.0,0.0
2615,Atlantic Ocean,4.740373,pieces/m3,High,-30.896,-24.0645,14996.0,0.0
2616,Atlantic Ocean,3.218619,pieces/m3,High,-30.5678,-22.9272,14996.0,0.0
2617,Atlantic Ocean,1.427592,pieces/m3,High,-30.2798,-21.833,14996.0,0.0
2618,Atlantic Ocean,0.604671,pieces/m3,Medium,-31.4843,-26.3197,14997.0,0.0
2619,Atlantic Ocean,4.594996,pieces/m3,High,-31.1353,-25.223,14997.0,0.0
2620,Atlantic Ocean,1.120932,pieces/m3,High,-31.94,-28.6897,14998.0,0.0
2621,Atlantic Ocean,2.270358,pieces/m3,High,-31.6642,-27.5227,14998.0,0.0
2622,Atlantic Ocean,2.163984,pieces/m3,High,-32.4768,-29.7142,14999.0,0.0
2623,Atlantic Ocean,0.677092,pieces/m3,Medium,-32.831,-30.8133,14999.0,0.0
2624,Atlantic Ocean,0.274695,pieces/m3,Medium,-33.687,-34.342,15000.0,0.0
2625,Atlantic Ocean,0.623436,pieces/m3,Medium,-33.4538,-33.1737,15000.0,0.0
2626,Atlantic Ocean,0.782976,pieces/m3,Medium,-33.2383,-32.0515,15000.0,0.0
2627,Atlantic Ocean,0.040881,pieces/m3,Medium,-33.9352,-35.503,15001.0,0.0
2628,Atlantic Ocean,0.236275,pieces/m3,Medium,-34.765,-37.5982,15002.0,0.0
2629,Atlantic Ocean,0.854786,pieces/m3,Medium,-34.6837,-36.4507,15002.0,0.0
2630,Atlantic Ocean,1.141893,pieces/m3,High,-34.6662,-38.8243,15003.0,0.0
2631,Atlantic Ocean,3.29272,pieces/m3,High,-34.8687,-41.3467,15004.0,0.0
2632,Atlantic Ocean,0.151411,pieces/m3,Medium,-34.8428,-42.5657,15004.0,0.0
2633,Atlantic Ocean,1.586574,pieces/m3,High,-34.807,-40.0783,15004.0,0.0
2634,Atlantic Ocean,0.673608,pieces/m3,Medium,-35.082,-45.0112,15005.0,0.0
2635,Atlantic Ocean,0.159316,pieces/m3,Medium,-34.9098,-43.8572,15005.0,0.0
2636,Atlantic Ocean,0.693518,pieces/m3,Medium,-35.1497,-47.8308,15006.0,0.0
2637,Atlantic Ocean,0.157562,pieces/m3,Medium,-34.9393,-46.2998,15006.0,0.0
2638,Atlantic Ocean,0.186451,pieces/m3,Medium,-34.7158,-49.213,15007.0,0.0
2639,Atlantic Ocean,0.504779,pieces/m3,Medium,42.7533,4.13,15216.0,0.0
2640,Atlantic Ocean,0.297018,pieces/m3,Medium,42.0283,3.75,15216.0,0.0
2641,Atlantic Ocean,1.19033,pieces/m3,High,41.045,3.3417,15217.0,0.0
2642,Atlantic Ocean,0.542422,pieces/m3,Medium,38.87,4.3533,15222.0,0.0
2643,Atlantic Ocean,0.54251,pieces/m3,Medium,38.9183,3.78,15222.0,0.0
2644,Atlantic Ocean,0.237956,pieces/m3,Medium,39.3983,5.8267,15223.0,0.0
2645,Atlantic Ocean,0.137465,pieces/m3,Medium,39.7533,7.79,15227.0,0.0
2646,Atlantic Ocean,0.928411,pieces/m3,Medium,40.0317,7.565,15227.0,0.0
2647,Atlantic Ocean,0.200586,pieces/m3,Medium,41.4083,9.28,15228.0,0.0
2648,Atlantic Ocean,0.543099,pieces/m3,Medium,41.0583,8.1067,15228.0,0.0
2649,Atlantic Ocean,1.013376,pieces/m3,High,41.7917,9.5033,15231.0,0.0
2650,Atlantic Ocean,0.755588,pieces/m3,Medium,43.025,9.3017,15236.0,0.0
2651,Atlantic Ocean,0.804481,pieces/m3,Medium,43.28,7.1133,15237.0,0.0
2652,Atlantic Ocean,0.602406,pieces/m3,Medium,43.0017,8.315,15237.0,0.0
2653,Atlantic Ocean,0.347221,pieces/m3,Medium,43.065,5.77,15238.0,0.0
2654,Atlantic Ocean,0.060246,pieces/m3,Medium,43.2107,4.5713,15556.0,0.0
2655,Atlantic Ocean,0.305976,pieces/m3,Medium,41.6075,7.4315,15559.0,0.0
2656,Atlantic Ocean,0.778063,pieces/m3,Medium,41.6773,8.655,15561.0,0.0
2657,Atlantic Ocean,1.580772,pieces/m3,High,41.3933,9.0875,15561.0,0.0
2658,Atlantic Ocean,0.680946,pieces/m3,Medium,41.1693,8.8343,15562.0,0.0
2659,Atlantic Ocean,1.096372,pieces/m3,High,40.9903,8.5735,15562.0,0.0
2660,Atlantic Ocean,1.160655,pieces/m3,High,41.0243,7.9807,15563.0,0.0
2661,Atlantic Ocean,0.55515,pieces/m3,Medium,40.682,6.9268,15564.0,0.0
2662,Atlantic Ocean,1.597341,pieces/m3,High,40.5333,6.1467,15564.0,0.0
2663,Atlantic Ocean,0.793325,pieces/m3,Medium,40.4323,5.6307,15564.0,0.0
2664,Atlantic Ocean,0.77567,pieces/m3,Medium,40.1877,4.439,15565.0,0.0
2665,Atlantic Ocean,1.381632,pieces/m3,High,40.1063,3.7795,15567.0,0.0
2666,Atlantic Ocean,1.699456,pieces/m3,High,39.4135,2.4833,15571.0,0.0
2667,Atlantic Ocean,0.831617,pieces/m3,Medium,38.819,1.314,15572.0,0.0
2668,Atlantic Ocean,0.230751,pieces/m3,Medium,38.9237,1.5842,15572.0,0.0
2669,Atlantic Ocean,2.831352,pieces/m3,High,38.9427,1.2083,15573.0,0.0
2670,Atlantic Ocean,0.956359,pieces/m3,Medium,39.143,1.3987,15574.0,0.0
2671,Atlantic Ocean,0.982179,pieces/m3,Medium,39.9752,3.2063,15576.0,0.0
2672,Atlantic Ocean,2.505023,pieces/m3,High,41.314,2.2465,15577.0,0.0
2673,Atlantic Ocean,0.979013,pieces/m3,Medium,41.5987,3.2855,15579.0,0.0
2674,Atlantic Ocean,0.702801,pieces/m3,Medium,43.1238,5.0608,15580.0,0.0
2675,Atlantic Ocean,0.625055,pieces/m3,Medium,42.7458,4.7458,15580.0,0.0
2676,Atlantic Ocean,1.095261,pieces/m3,High,42.4293,4.2752,15580.0,0.0
2677,Atlantic Ocean,1.603376,pieces/m3,High,42.1068,15.6152,15833.0,0.0
2678,Atlantic Ocean,2.964015,pieces/m3,High,42.1665,16.1667,15833.0,0.0
2679,Atlantic Ocean,1.187517,pieces/m3,High,42.1668,16.6332,15834.0,0.0
2680,Atlantic Ocean,5.717203,pieces/m3,High,41.9992,16.9978,15834.0,0.0
2681,Atlantic Ocean,3.515625,pieces/m3,High,42.1665,18.5332,15835.0,0.0
2682,Atlantic Ocean,0.539659,pieces/m3,Medium,42.1802,18.8333,15835.0,0.0
2683,Atlantic Ocean,0.716146,pieces/m3,Medium,41.4998,18.3663,15835.0,0.0
2684,Atlantic Ocean,0.140056,pieces/m3,Medium,41.4995,18.8355,15836.0,0.0
2685,Atlantic Ocean,0.783476,pieces/m3,Medium,41.8248,19.21,15836.0,0.0
2686,Atlantic Ocean,0.245098,pieces/m3,Medium,42.0372,19.0037,15836.0,0.0
2687,Atlantic Ocean,0.32175,pieces/m3,Medium,40.5038,19.2267,15837.0,0.0
2688,Atlantic Ocean,1.30491,pieces/m3,High,41.0383,18.5333,15837.0,0.0
2689,Atlantic Ocean,3.962358,pieces/m3,High,40.8845,18.9547,15837.0,0.0
2690,Atlantic Ocean,1.163257,pieces/m3,High,40.4495,19.1328,15837.0,0.0
2691,Atlantic Ocean,1.094276,pieces/m3,High,40.3072,19.3387,15838.0,0.0
2692,Atlantic Ocean,0.976801,pieces/m3,Medium,40.0833,19.1333,15838.0,0.0
2693,Atlantic Ocean,1.701702,pieces/m3,High,40.1265,19.3085,15838.0,0.0
2694,Atlantic Ocean,1.598639,pieces/m3,High,40.172,19.3933,15838.0,0.0
2695,Atlantic Ocean,0.402047,pieces/m3,Medium,39.6665,19.1322,15839.0,0.0
2696,Atlantic Ocean,11.196078,pieces/m3,Very High,39.6667,19.3667,15839.0,0.0
2697,Atlantic Ocean,0.815927,pieces/m3,Medium,39.6665,18.3663,15840.0,0.0
2698,Atlantic Ocean,0.947603,pieces/m3,Medium,40.0833,18.834,15840.0,0.0
2699,Atlantic Ocean,0.97561,pieces/m3,Medium,40.2312,18.5062,15840.0,0.0
2700,Atlantic Ocean,0.775862,pieces/m3,Medium,40.4505,18.5332,15841.0,0.0
2701,Atlantic Ocean,0.783875,pieces/m3,Medium,40.7612,17.7833,15841.0,0.0
2702,Atlantic Ocean,7.878788,pieces/m3,High,41.0383,17.584,15841.0,0.0
2703,Atlantic Ocean,0.996134,pieces/m3,Medium,41.038,17.8668,15841.0,0.0
2704,Atlantic Ocean,0.5886,pieces/m3,Medium,41.4995,16.9168,15842.0,0.0
2705,Atlantic Ocean,0.094697,pieces/m3,Medium,41.5027,17.5488,15842.0,0.0
2706,Atlantic Ocean,5.8753,pieces/m3,High,39.3338,17.82,15860.0,0.0
2707,Atlantic Ocean,2.876984,pieces/m3,High,38.234,11.531,15863.0,0.0
2708,Atlantic Ocean,0.454545,pieces/m3,Medium,38.086,11.957,15863.0,0.0
2709,Atlantic Ocean,4.239766,pieces/m3,High,38.12,11.846,15863.0,0.0
2710,Atlantic Ocean,1.012461,pieces/m3,High,38.181,11.667,15863.0,0.0
2711,Atlantic Ocean,0.282678,pieces/m3,Medium,37.729,12.335,15863.0,0.0
2712,Atlantic Ocean,1.141079,pieces/m3,High,37.648,12.145,15863.0,0.0
2713,Atlantic Ocean,1.223491,pieces/m3,High,37.587,12.006,15863.0,0.0
2714,Atlantic Ocean,5.432309,pieces/m3,High,37.314,11.563,15863.0,0.0
2715,Atlantic Ocean,3.133609,pieces/m3,High,37.459,11.83,15863.0,0.0
2716,Atlantic Ocean,1.02783,pieces/m3,High,37.416,11.744,15863.0,0.0
2717,Atlantic Ocean,3.379416,pieces/m3,High,39.014,9.787,15864.0,0.0
2718,Atlantic Ocean,2.054082,pieces/m3,High,38.805,10.258,15864.0,0.0
2719,Atlantic Ocean,1.554174,pieces/m3,High,38.7111,10.47,15864.0,0.0
2720,Atlantic Ocean,0.857605,pieces/m3,Medium,38.857,10.183,15864.0,0.0
2721,Atlantic Ocean,2.220195,pieces/m3,High,38.914,10.015,15864.0,0.0
2722,Atlantic Ocean,1.952381,pieces/m3,High,38.534,10.869,15864.0,0.0
2723,Atlantic Ocean,1.768116,pieces/m3,High,38.632,10.684,15864.0,0.0
2724,Atlantic Ocean,0.775194,pieces/m3,Medium,38.1917,8.8,15866.0,0.0
2725,Atlantic Ocean,1.164875,pieces/m3,High,38.201,7.813,15866.0,0.0
2726,Atlantic Ocean,0.995025,pieces/m3,Medium,38.031,5.324,15867.0,0.0
2727,Atlantic Ocean,5.261137,pieces/m3,High,38.069,5.969,15867.0,0.0
2728,Atlantic Ocean,0.919913,pieces/m3,Medium,38.116,6.637,15867.0,0.0
2729,Atlantic Ocean,1.37987,pieces/m3,High,38.155,7.263,15867.0,0.0
2730,Atlantic Ocean,5.992509,pieces/m3,High,37.978,4.647,15868.0,0.0
2731,Atlantic Ocean,16.963109,pieces/m3,Very High,39.8033,4.6078,15868.0,0.0
2732,Atlantic Ocean,2.542651,pieces/m3,High,39.8033,4.404,15868.0,0.0
2733,Atlantic Ocean,0.274584,pieces/m3,Medium,36.0533,-33.9307,15869.0,0.0
2734,Atlantic Ocean,2.92581,pieces/m3,High,39.7742,11.8883,15870.0,0.0
2735,Atlantic Ocean,0.057574,pieces/m3,Medium,35.2107,-33.9168,15870.0,0.0
2736,Atlantic Ocean,1.546392,pieces/m3,High,43.025,9.7,15871.0,0.0
2737,Atlantic Ocean,0.809524,pieces/m3,Medium,43.0252,9.6417,15871.0,0.0
2738,Atlantic Ocean,0.628887,pieces/m3,Medium,34.4452,-34.4855,15871.0,0.0
2739,Atlantic Ocean,3.924915,pieces/m3,High,43.03,9.7699,15872.0,0.0
2740,Atlantic Ocean,9.45122,pieces/m3,High,43.026,9.5997,15872.0,0.0
2741,Atlantic Ocean,22.76848,pieces/m3,Very High,43.0262,9.5253,15872.0,0.0
2742,Atlantic Ocean,0.367589,pieces/m3,Medium,33.4238,-35.0883,15872.0,0.0
2743,Atlantic Ocean,0.930044,pieces/m3,Medium,33.7943,-35.1402,15872.0,0.0
2744,Atlantic Ocean,0.168294,pieces/m3,Medium,31.8113,-36.8788,15873.0,0.0
2745,Atlantic Ocean,0.279013,pieces/m3,Medium,32.6252,-36.4067,15873.0,0.0
2746,Atlantic Ocean,13.740741,pieces/m3,Very High,39.8033,7.9986,15874.0,0.0
2747,Atlantic Ocean,6.08365,pieces/m3,High,39.8007,7.8193,15874.0,0.0
2748,Atlantic Ocean,0.159436,pieces/m3,Medium,30.0679,-37.1043,15874.0,0.0
2749,Atlantic Ocean,0.239154,pieces/m3,Medium,30.9254,-37.0622,15874.0,0.0
2750,Atlantic Ocean,2.744511,pieces/m3,High,39.8002,7.3995,15875.0,0.0
2751,Atlantic Ocean,2.179487,pieces/m3,High,39.7993,6.61,15875.0,0.0
2752,Atlantic Ocean,12.459936,pieces/m3,Very High,39.8007,6.9998,15875.0,0.0
2753,Atlantic Ocean,1.855895,pieces/m3,High,39.8005,5.4095,15875.0,0.0
2754,Atlantic Ocean,5.687438,pieces/m3,High,39.8033,5.9861,15875.0,0.0
2755,Atlantic Ocean,0.292299,pieces/m3,Medium,29.144,-37.2309,15875.0,0.0
2756,Atlantic Ocean,1.724138,pieces/m3,High,39.8033,4.813,15876.0,0.0
2757,Atlantic Ocean,0.150579,pieces/m3,Medium,28.3091,-37.4031,15876.0,0.0
2758,Atlantic Ocean,0.128435,pieces/m3,Medium,27.4098,-37.3969,15876.0,0.0
2759,Atlantic Ocean,2.179487,pieces/m3,High,38.5445,9.8253,15877.0,0.0
2760,Atlantic Ocean,1.702191,pieces/m3,High,38.3797,9.5213,15877.0,0.0
2761,Atlantic Ocean,2.541296,pieces/m3,High,38.324,9.303,15877.0,0.0
2762,Atlantic Ocean,0.106291,pieces/m3,Medium,26.5065,-37.3597,15877.0,0.0
2763,Atlantic Ocean,0.093004,pieces/m3,Medium,25.5796,-37.2534,15878.0,0.0
2764,Atlantic Ocean,2.295152,pieces/m3,High,38.9165,13.2993,15879.0,0.0
2765,Atlantic Ocean,0.354302,pieces/m3,Medium,26.3333,-37.7217,15879.0,0.0
2766,Atlantic Ocean,2.032809,pieces/m3,High,27.1974,-38.1324,15879.0,0.0
2767,Atlantic Ocean,1.009762,pieces/m3,High,28.1603,-38.518,15880.0,0.0
2768,Atlantic Ocean,1.74051,pieces/m3,High,29.8048,-39.3083,15881.0,0.0
2769,Atlantic Ocean,0.938901,pieces/m3,Medium,28.9639,-38.8362,15881.0,0.0
2770,Atlantic Ocean,1.031906,pieces/m3,High,31.3922,-40.0811,15882.0,0.0
2771,Atlantic Ocean,0.203724,pieces/m3,Medium,30.6054,-39.6499,15882.0,0.0
2772,Atlantic Ocean,2.617408,pieces/m3,High,33.0022,-41.2924,15883.0,0.0
2773,Atlantic Ocean,0.823753,pieces/m3,Medium,32.1936,-40.6542,15883.0,0.0
2774,Atlantic Ocean,1.567788,pieces/m3,High,32.195,-41.6066,15884.0,0.0
2775,Atlantic Ocean,0.823753,pieces/m3,Medium,30.5189,-42.0936,15885.0,0.0
2776,Atlantic Ocean,1.120481,pieces/m3,High,31.3751,-41.7579,15885.0,0.0
2777,Atlantic Ocean,0.341016,pieces/m3,Medium,28.849,-42.5947,15886.0,0.0
2778,Atlantic Ocean,0.491595,pieces/m3,Medium,29.695,-42.4807,15886.0,0.0
2779,Atlantic Ocean,0.735177,pieces/m3,Medium,28.0164,-42.8324,15887.0,0.0
2780,Atlantic Ocean,0.717462,pieces/m3,Medium,26.2599,-43.1399,15888.0,0.0
2781,Atlantic Ocean,0.332158,pieces/m3,Medium,27.1221,-42.9629,15888.0,0.0
2782,Atlantic Ocean,1.5235,pieces/m3,High,27.5769,-44.3386,15889.0,0.0
2783,Atlantic Ocean,0.239154,pieces/m3,Medium,26.8508,-43.773,15889.0,0.0
2784,Atlantic Ocean,6.457159,pieces/m3,High,28.33,-44.9782,15890.0,0.0
2785,Atlantic Ocean,0.99641,pieces/m3,Medium,43.6536,7.2356,15891.0,0.1
2786,Atlantic Ocean,1.877802,pieces/m3,High,29.0401,-45.484,15891.0,0.0
2787,Atlantic Ocean,0.810466,pieces/m3,Medium,29.7322,-46.0428,15891.0,0.0
2788,Atlantic Ocean,1.95013,pieces/m3,High,43.1132,5.9279,15892.0,0.1
2789,Atlantic Ocean,0.97608,pieces/m3,Medium,43.077,5.9792,15892.0,0.1
2790,Atlantic Ocean,0.78917,pieces/m3,Medium,43.0966,5.9917,15892.0,0.1
2791,Atlantic Ocean,1.696222,pieces/m3,High,30.5454,-46.6554,15892.0,0.0
2792,Atlantic Ocean,3.047,pieces/m3,High,31.2709,-47.178,15892.0,0.0
2793,Atlantic Ocean,0.39597,pieces/m3,Medium,43.3025,6.6375,15893.0,0.1
2794,Atlantic Ocean,0.894613,pieces/m3,Medium,32.0609,-47.6879,15893.0,0.0
2795,Atlantic Ocean,1.2199,pieces/m3,High,43.5429,6.972,15894.0,0.1
2796,Atlantic Ocean,0.0,pieces/m3,Very Low,33.1602,-48.2675,15894.0,0.0
2797,Atlantic Ocean,0.54767,pieces/m3,Medium,43.4316,7.8389,15895.0,0.1
2798,Atlantic Ocean,5.78377,pieces/m3,High,43.41,7.86,15898.0,0.1
2799,Atlantic Ocean,1.69186,pieces/m3,High,43.3994,7.8494,15899.0,0.1
2800,Atlantic Ocean,0.2319,pieces/m3,Medium,43.5517,7.1513,15899.0,0.1
2801,Atlantic Ocean,0.60918,pieces/m3,Medium,43.6248,7.1989,15899.0,0.1
2802,Atlantic Ocean,0.60329,pieces/m3,Medium,42.5782,8.7482,15900.0,0.1
2803,Atlantic Ocean,1.14324,pieces/m3,High,42.611,8.7088,15901.0,0.1
2804,Atlantic Ocean,0.56875,pieces/m3,Medium,42.8009,8.5459,15901.0,0.1
2805,Atlantic Ocean,0.39112,pieces/m3,Medium,43.7728,7.5458,15902.0,0.1
2806,Atlantic Ocean,0.21598,pieces/m3,Medium,43.4294,7.8675,15902.0,0.1
2807,Atlantic Ocean,0.79316,pieces/m3,Medium,43.7453,7.4453,15902.0,0.1
2808,Atlantic Ocean,2.94383,pieces/m3,High,43.6688,7.2327,15905.0,0.1
2809,Atlantic Ocean,3.31282,pieces/m3,High,44.326,8.5429,15907.0,0.1
2810,Atlantic Ocean,0.60424,pieces/m3,Medium,44.3159,8.5101,15907.0,0.1
2811,Atlantic Ocean,1.69186,pieces/m3,High,44.38,8.9306,15908.0,0.1
2812,Atlantic Ocean,0.61915,pieces/m3,Medium,43.7724,7.652,15909.0,0.1
2813,Atlantic Ocean,2.597629,pieces/m3,High,33.074,35.1017,15910.0,0.1
2814,Atlantic Ocean,2.049604,pieces/m3,High,32.9033,35.071,15910.0,0.1
2815,Atlantic Ocean,1.138385,pieces/m3,High,32.8402,34.9518,15910.0,0.1
2816,Atlantic Ocean,2.607362,pieces/m3,High,32.7263,34.939,15910.0,0.1
2817,Atlantic Ocean,1.723577,pieces/m3,High,32.8237,35.035,15910.0,0.1
2818,Atlantic Ocean,1.873173,pieces/m3,High,32.584,34.9055,15910.0,0.1
2819,Atlantic Ocean,0.935516,pieces/m3,Medium,32.6775,34.9208,15910.0,0.1
2820,Atlantic Ocean,1.01325,pieces/m3,High,32.5042,34.885,15910.0,0.1
2821,Atlantic Ocean,2.662116,pieces/m3,High,32.2797,34.825,15910.0,0.1
2822,Atlantic Ocean,5.15959,pieces/m3,High,43.6658,7.2421,15910.0,0.1
2823,Atlantic Ocean,2.40101,pieces/m3,High,43.6678,7.2421,15912.0,0.1
2824,Atlantic Ocean,0.55322,pieces/m3,Medium,43.5275,6.9827,15913.0,0.1
2825,Atlantic Ocean,0.96326,pieces/m3,Medium,43.3125,7.035,15913.0,0.1
2826,Atlantic Ocean,0.51476,pieces/m3,Medium,43.4965,7.0476,15913.0,0.1
2827,Atlantic Ocean,3.179396,pieces/m3,High,32.152,34.7832,15914.0,0.1
2828,Atlantic Ocean,2.157764,pieces/m3,High,32.1717,34.7912,15914.0,0.1
2829,Atlantic Ocean,8.774338,pieces/m3,High,32.0592,34.7483,15914.0,0.1
2830,Atlantic Ocean,0.42574,pieces/m3,Medium,42.9928,6.8771,15916.0,0.1
2831,Atlantic Ocean,1.04092,pieces/m3,High,43.4986,7.2044,15917.0,0.1
2832,Atlantic Ocean,0.76994,pieces/m3,Medium,43.6526,7.2387,15919.0,0.1
2833,Atlantic Ocean,1.10068,pieces/m3,High,43.5679,7.1456,15919.0,0.1
2834,Atlantic Ocean,1.80546,pieces/m3,High,44.052,8.2296,15921.0,0.1
2835,Atlantic Ocean,0.27962,pieces/m3,Medium,43.7741,7.6167,15922.0,0.1
2836,Atlantic Ocean,0.056093,pieces/m3,Medium,43.3028,5.1064,15927.0,0.0
2837,Atlantic Ocean,0.132708,pieces/m3,Medium,42.245,5.27,15929.0,0.0
2838,Atlantic Ocean,4.054131,pieces/m3,High,39.4475,3.3517,15931.0,0.0
2839,Atlantic Ocean,0.708051,pieces/m3,Medium,39.6213,3.994,15931.0,0.0
2840,Atlantic Ocean,3.265685,pieces/m3,High,39.3243,2.8159,15931.0,0.0
2841,Atlantic Ocean,2.721657,pieces/m3,High,39.3918,2.5208,15934.0,0.0
2842,Atlantic Ocean,0.740681,pieces/m3,Medium,39.272,2.2179,15934.0,0.0
2843,Atlantic Ocean,0.453225,pieces/m3,Medium,37.5742,1.0588,15935.0,0.0
2844,Atlantic Ocean,0.45255,pieces/m3,Medium,37.8688,1.6517,15935.0,0.0
2845,Atlantic Ocean,0.338094,pieces/m3,Medium,36.9963,-0.6388,15936.0,0.0
2846,Atlantic Ocean,0.133021,pieces/m3,Medium,36.409,-2.3959,15937.0,0.0
2847,Atlantic Ocean,0.974583,pieces/m3,Medium,36.5758,-4.3135,15938.0,0.0
2848,Atlantic Ocean,0.172062,pieces/m3,Medium,36.4877,-4.5583,15941.0,0.0
2849,Atlantic Ocean,0.637449,pieces/m3,Medium,36.3445,-4.964,15941.0,0.0
2850,Atlantic Ocean,0.854621,pieces/m3,Medium,31.7495,34.5525,15942.0,0.1
2851,Atlantic Ocean,1.536936,pieces/m3,High,31.8705,34.6625,15942.0,0.1
2852,Atlantic Ocean,5.966405,pieces/m3,High,31.7467,34.593,15942.0,0.1
2853,Atlantic Ocean,0.889996,pieces/m3,Medium,31.626,34.5043,15942.0,0.1
2854,Atlantic Ocean,0.270514,pieces/m3,Medium,35.9951,-6.9377,15945.0,0.0
2855,Atlantic Ocean,0.424356,pieces/m3,Medium,35.7056,-7.4255,15945.0,0.0
2856,Atlantic Ocean,0.766243,pieces/m3,Medium,34.7375,-9.526,15946.0,0.0
2857,Atlantic Ocean,0.322781,pieces/m3,Medium,35.0204,-8.9726,15946.0,0.0
2858,Atlantic Ocean,0.216199,pieces/m3,Medium,31.7012,-12.2889,15948.0,0.0
2859,Atlantic Ocean,0.232414,pieces/m3,Medium,29.1918,-13.5806,15951.0,0.0
2860,Atlantic Ocean,0.196706,pieces/m3,Medium,28.5512,-16.0346,15952.0,0.0
2862,Atlantic Ocean,0.543882,pieces/m3,Medium,28.6383,-16.3883,15959.0,0.0
2863,Atlantic Ocean,0.915869,pieces/m3,Medium,28.94,-17.625,15960.0,0.0
2864,Atlantic Ocean,0.375251,pieces/m3,Medium,29.105,-18.315,15960.0,0.0
2865,Atlantic Ocean,0.121448,pieces/m3,Medium,29.2317,-20.1033,15961.0,0.0
2866,Atlantic Ocean,0.14263,pieces/m3,Medium,31.1817,-24.905,15963.0,0.0
