OBJECTID,Oceans,Regions,SubRegions,Country,State,Beach Location,Marine Setting,Ocean Bottom Depth (m),Sediment Sample Depth (m),Sampling Method,Transect Number,Sampling Point on Beach,Volunteers Number,Collecting Time (min),Microplastics Measurement (density),Unit,Density Class Range,Concentration Class,Short Reference,Long Reference,DOI,Organization,Keywords,NCEI Accession Number,NCEI Accession Link,Symbology,Latitude,Longitude,Date,Mesh Size (mm),Standardized Nurdle Amount,Water Sample Depth (m),GlobalID,x,y
13333,Atlantic Ocean,Mediterranean Sea,Western Basin,,,,Ocean water,,,Manta net,,,,,0.33323,pieces/m3,0.005-1,Medium,Faure et al.2015,"Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3",https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",Oceaneye Association; Citizen Science,276422,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422,"Ocean Surface, Medium, 0.005-1 pieces/m3",43.2858,6.6308,10/22/2015,0.33,,0,512d4287-700b-4b2b-a35f-a287cb54cabd,6.630833,43.285833
11210,Atlantic Ocean,Mediterranean Sea,Western Basin,,,,Ocean water,,,Manta net,,,,,0.676127,pieces/m3,0.005-1,Medium,Pedrotti et al.2022,"Pedrotti, M.L., F. Lombard, A. Baudena, F. Galgani, A. Elineau, S. Petit, M. Henry, R. Trouble, G. Riverdin, E. Ser-Giacomi, M. Kedzierski, E. Boss, G. Gorsky. 2022. An integrative assessment of the plastic debris load in the Mediterranean Sea. Science of the Total Environment 838: 155958",http://dx.doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,R/V Tara ,270530,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:270530,"Ocean Surface, Medium, 0.005-1 pieces/m3",43.2842,5.2766,9/17/2014,0.333,,0.16,a9252113-5ddd-4d19-b49f-c62f6e2d2b9f,5.2766,43.2842
13389,Atlantic Ocean,Mediterranean Sea,Western Basin,,,,Ocean water,,,Manta net,,,,,0.65709,pieces/m3,0.005-1,Medium,Faure et al.2015,"Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3",https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",Oceaneye Association; Citizen Science,276422,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422,"Ocean Surface, Medium, 0.005-1 pieces/m3",43.2927,6.6485,10/20/2016,0.33,,0,aac5fd1a-3756-43b6-a82a-bdb271ea7abb,6.6485,43.292667
13122,Atlantic Ocean,Mediterranean Sea,Western Basin,,,,Ocean water,,,Manta net,,,,,0.056093,pieces/m3,0.005-1,Medium,Faure et al.2015,"Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3",https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",Oceaneye Association; Citizen Science,276422,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422,"Ocean Surface, Medium, 0.005-1 pieces/m3",43.3028,5.1064,8/10/2013,0.33,,0,ae46d2cf-f33b-45d2-986c-9679f474a2fa,5.1064,43.302833
11297,Atlantic Ocean,Mediterranean Sea,Western Basin,,,,Ocean water,,,Manta net,,,,,0.091036,pieces/m3,0.005-1,Medium,Tsiaras et al.2022,"Tsiaras, K., E. Costa, S. Morgana, C. Gambardella, V. Piazza, M. Faimali, R. Minetti, C. Zeri, M. Thyssen, S. Ben Ismail, Y. Hatzonikolakis, S. Kalaroni, F. Garaventa. 2022. Microplastics in the Mediterranean: Variability from Observations and Model Analysis. Frontiers in Marine Science, 9:784937. doi: 10.3389/fmars.2022.784937",https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",Mediterranean Sea,270528,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:270528,"Ocean Surface, Medium, 0.005-1 pieces/m3",43.3088,5.325,6/24/2019,0.33,,0,2d2b19b6-3f29-4fd8-82c4-57e84457ff91,5.325,43.3088
11283,Atlantic Ocean,Mediterranean Sea,Western Basin,,,,Ocean water,,,Manta net,,,,,0.008565,pieces/m3,0.005-1,Medium,Tsiaras et al.2022,"Tsiaras, K., E. Costa, S. Morgana, C. Gambardella, V. Piazza, M. Faimali, R. Minetti, C. Zeri, M. Thyssen, S. Ben Ismail, Y. Hatzonikolakis, S. Kalaroni, F. Garaventa. 2022. Microplastics in the Mediterranean: Variability from Observations and Model Analysis. Frontiers in Marine Science, 9:784937. doi: 10.3389/fmars.2022.784937",https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",Mediterranean Sea,270528,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:270528,"Ocean Surface, Medium, 0.005-1 pieces/m3",43.3088,5.325,10/15/2018,0.33,,0,8bc79040-909f-4c15-a9a9-52e6f2d7939c,5.325,43.3088
11094,Atlantic Ocean,Mediterranean Sea,Western Basin,,,,Ocean water,,,Manta net,,,,,0.39597,pieces/m3,0.005-1,Medium,Pedrotti et al.2016,"Pedrotti, M.L., S. Petit, A. Elineau, S. Bruzaud, J-C. Crebassa, B. Dumontet, E. Martí, G. Gorsky, A. Cózar. 2016. Changes in the Floating Plastic Pollution of the Mediterranean Sea in Relation to the Distance to Land. PLoS ONE 11(8): e0161581. doi:10.1371/journal.pone.0161581",https://doi.org/10.1371/journal.pone.0161581,Sorbonne Universités,Ligurian Sea ,270520,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:270520,"Ocean Surface, Medium, 0.005-1 pieces/m3",43.3025,6.6375,7/7/2013,0.333,,0.1,9470b7a4-d13f-4b74-b90e-b67b31925a8f,6.6375,43.3025
11841,Atlantic Ocean,Mediterranean Sea,Western Basin,,,,Ocean water,,,Neuston net,,,,,0,pieces/m3,0-0.0005,Very Low,Eriksen et al.2014,"Eriksen, M., L.C.M. Lebreton, H.S. Carson, M. Thiel, C.J. Moore, J.C. Borerro, F. Galgani, P.G. Ryan, J. Reisser. 2014. Plastic Pollution in the World’s Oceans: More than 5 Trillion Plastic Pieces Weighing over 250,000 Tons Afloat at Sea. PLoS ONE 9(12): e111913. doi:10.1371/journal.pone.0111913",https://doi.org/10.1371/journal.pone.0111913,5 Gyres Institute,SV Mir; ORV Alguita; SV Sea Dragon; RV Stad Amsterdam,275968,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:275968,"Ocean Surface, Very Low, 0-0.0005 pieces/m3",43.3003,5.246,7/31/2010,0.33,,0,9b71291e-0cb6-41b4-bd47-ea9f499f18e6,5.246,43.3003
13385,Atlantic Ocean,Mediterranean Sea,Western Basin,,,,Ocean water,,,Manta net,,,,,0.283673,pieces/m3,0.005-1,Medium,Faure et al.2015,"Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3",https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",Oceaneye Association; Citizen Science,276422,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422,"Ocean Surface, Medium, 0.005-1 pieces/m3",43.0967,6.3782,6/1/2016,0.33,,0,57b00d60-55e3-46ec-bb13-4c9c73c7b1de,6.378167,43.096667
13330,Atlantic Ocean,Mediterranean Sea,Western Basin,,,,Ocean water,,,Manta net,,,,,0.473065,pieces/m3,0.005-1,Medium,Faure et al.2015,"Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3",https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",Oceaneye Association; Citizen Science,276422,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422,"Ocean Surface, Medium, 0.005-1 pieces/m3",43.105,6.2952,10/19/2015,0.33,,0,73fdf180-0676-4bc5-a3c0-7671818e14f0,6.295167,43.105
